,changes,deg_changes,rounded,modulo
0,0.22818637297664887,13.07411611396004,15,15
1,-0.11412487722972586,-6.538873802711962,-5,355
2,-0.5899349260337865,-33.80078144909836,-35,325
3,-1.2638407831043774,-72.41274284838971,-70,290
4,1.731166898095215,99.1885568936101,100,100
5,0.34272689637228004,19.636804687749173,20,20
6,0.14541315711048952,8.331560188103806,10,10
7,1.028825645379883,58.9473673350904,60,60
8,-0.10219146192875472,-5.855139470789477,-5,355
9,0.3062121020625669,17.544661084014294,20,20
10,-0.8398837368070926,-48.121793400722844,-50,310
11,-0.4009618123349457,-22.973419592708943,-25,335
12,-1.0172175448536933,-58.28227216677614,-60,300
13,-0.05755421802696331,-3.297613786120758,-5,355
