,changes,deg_changes,rounded,modulo
0,3.326158197561841,190.57482671313457,190,190
1,1.216742660990937,69.71421922829781,70,70
2,0.3929685566353147,22.515439776551194,25,25
3,0.8713686393281352,49.92574543355939,50,50
4,0.3936852095574094,22.556500964362936,25,25
5,0.9572512465230414,54.84645635940739,55,55
6,1.067230459635647,61.147801104929535,60,60
7,1.9936169592823805,114.22583773258489,115,115
8,0.8445191299186936,48.3873818624016,50,50
9,3.0913998458955483,177.124163957208,175,175
10,-1.2283433626474571,-70.37889047260683,-70,290
11,1.7630934080230298,101.01781116705641,100,100
12,-0.4012207059726596,-22.988253105492735,-25,335
13,0.9347266627513586,53.5558927740011,55,55
