,changes,deg_changes,rounded,modulo
0,-1.0628870320620296,-60.89894103634051,-60,300
1,1.1358669743122944,65.08038371638916,65,65
2,1.0033376705832082,57.48701395090512,55,55
3,2.1008920367355626,120.37224691759124,120,120
4,0.47092771148498924,26.98217032384439,25,25
5,0.36737855964290145,21.049240951133445,20,20
6,1.1487024656962583,65.81580320066683,65,65
7,-0.5090937050927176,-29.1689206784905,-30,330
8,1.3340767003646377,76.43696447763267,75,75
9,1.682888919617323,96.42243248340345,95,95
10,4.8728573712440575,279.19416154149746,280,280
11,-0.21442360583463793,-12.285567642301487,-10,350
12,1.1173663728249505,64.02037733271091,65,65
13,1.0862601892025905,62.238124294390715,60,60
