,changes,deg_changes,rounded,modulo
0,-0.5084207553298732,-29.13036349725519,-30,330
1,0.008889276263405965,0.5093180128189845,0,0
2,1.1053272867904098,63.330588513736835,65,65
3,0.42942436796152067,24.604203904268022,25,25
4,-0.5545210828652655,-31.7717176992039,-30,330
5,-1.6109826649790564,-92.30250757203778,-90,270
6,-0.42201503586933253,-24.179680446374803,-25,335
7,0.10055426336967971,5.761334903129579,5,5
8,-0.32208842172342594,-18.45430719478209,-20,340
9,-0.7833838302739371,-44.884587213489404,-45,315
10,-0.08155843258640572,-4.67295397090329,-5,355
11,0.37594718900165913,21.54018724960215,20,20
12,-0.030163201292317865,-1.728224130653364,0,0
13,-0.14347749480305033,-8.220654907324986,-10,350
14,0.0765948480952442,4.3885615283031445,5,5
15,0.2894279125754615,16.58299786385531,15,15
16,-0.5538330557934564,-31.7322966517985,-30,330
17,-0.1825348384579265,-10.458475857741456,-10,350
18,-0.29411002921632345,-16.851263386564668,-15,345
19,0.5644796494642771,32.342301535327216,30,30
20,-0.03617247380054622,-2.0725300833188434,0,0
21,0.3828451835961104,21.935413226968265,20,20
22,0.11279182976505753,6.462495809095852,5,5
23,0.25509992461258646,14.616149034406677,15,15
24,0.20533541010922973,11.764852383846762,10,10
25,-0.7893156883440926,-45.22445764557993,-45,315
26,0.19379523052721637,11.10364879897435,10,10
27,0.17489769049518145,10.02089951195923,10,10
28,0.27521220637739874,15.768497895908347,15,15
29,0.23091501129190845,13.230455573242102,15,15
