,changes,deg_changes,rounded,modulo
0,1.1643786962345237,66.71398504918353,65,65
1,0.7285425021728011,41.742410570402114,40,40
2,5.838827443301421,334.54016980633236,335,335
3,0.5765476496192963,33.03374701137304,35,35
4,0.9427745436076813,54.017002381092524,55,55
5,0.8546281985351167,48.966588828930796,50,50
6,-0.039355230686711984,-2.2548886201123413,0,0
7,4.713684686306799,270.074238480827,270,270
8,0.3731868731648367,21.3820328020291,20,20
9,0.9134202019318554,52.335122492682714,50,50
10,-0.43061100611742065,-24.67219326241028,-25,335
11,1.5423103085679701,88.36787138046438,90,90
12,2.701597363312366,154.79012686146987,155,155
13,5.074615974855404,290.7540780088805,290,290
14,-0.8416038129437151,-48.22034650379248,-50,310
15,0.49541931414555185,28.385435789806007,30,30
16,0.2818153266493866,16.146828819110524,15,15
17,0.4031019810980454,23.096042230280286,25,25
18,1.4581575613893458,83.54627413269776,85,85
19,5.548580826569294,317.91026364963034,320,320
20,0.013730569877829168,0.7867037043090698,0,0
21,-0.306452987924293,-17.55846282723557,-20,340
22,5.164373052519998,295.8967797404897,295,295
23,0.7821868949455613,44.81600787082336,45,45
24,5.099673749754219,292.18978275457147,290,290
25,0.12463899015014979,7.141288098376221,5,5
26,3.9682813699238464,227.36577441702897,225,225
27,1.3572475794464227,77.76455805662692,80,80
28,3.643996929756851,208.78564463369747,210,210
29,1.6591384104910003,95.06162854917822,95,95
