,changes,deg_changes,rounded,modulo
0,1.3703716741815093,78.51651329487724,80,80
1,2.283206940625959,130.8181214528442,130,130
2,1.6102808780484565,92.26229814279696,90,90
3,3.179124168008067,182.15039737490147,180,180
4,0.4182976558905378,23.966690262743434,25,25
5,0.40723028494977054,23.33257661753174,25,25
6,0.440616177664771,25.245447365377828,25,25
7,3.3702374397744457,193.1003812560517,195,195
8,1.9355865505426306,110.90094022837813,110,110
9,0.8882331065112328,50.89200822688776,50,50
10,1.9957259155558413,114.34667202623183,115,115
11,1.5636927168246588,89.59299312939832,90,90
12,1.9016616268910225,108.95718528283744,110,110
13,1.2247699463570012,70.1741488007204,70,70
14,-0.26809681809567176,-15.360816177768548,-15,345
15,1.8338001646147464,105.06900990282058,105,105
16,-0.39965152127135817,-22.89834544483167,-25,335
17,1.496737600109227,85.75674752479824,85,85
18,1.3670023218527305,78.32346362674565,80,80
19,2.5729144959075745,147.41714166353373,145,145
20,0.5773440639292582,33.07937819007768,35,35
21,0.005791782033963688,0.33184466640581495,0,0
22,0.30510588717645637,17.481279639805617,15,15
23,2.18907229947291,125.42460380879596,125,125
24,1.2045341114342416,69.01472086472285,70,70
25,1.9405409052474996,111.18480384317792,110,110
