,changes,deg_changes,rounded,modulo
0,-0.04420735747468507,-2.5328950067255676,-5,355
1,0.3077068223944499,17.630302250583583,20,20
2,1.9516951672760046,111.82389598099428,110,110
3,5.985139785530909,342.9232495067558,345,345
4,0.0035725634333045875,0.20469280677112003,0,0
5,-0.38513213997813145,-22.066446175588577,-20,340
6,5.478951490742151,313.920796576436,315,315
7,1.8770319085859661,107.5460063733616,110,110
8,0.4193835919525024,24.028909815915064,25,25
9,-1.161588229014972,-66.5541030546336,-65,295
10,-3.8242916261715916,-219.11576980685456,-220,140
11,5.711022252965128,327.2174718001966,325,325
12,0.08157908252532797,4.674137125250739,5,5
13,0.6352881214905666,36.399328136203756,35,35
14,-0.5958406522721647,-34.1391546375171,-35,325
