,changes,deg_changes,rounded,modulo
0,0.035488822812152265,2.0333597670239225,0,0
1,-0.8892751692219618,-50.9517140222005,-50,310
2,3.267304136228318,187.2027373915196,185,185
3,1.5239267424964598,87.31457063216693,85,85
4,0.9361051338406181,53.634873349596475,55,55
5,-0.8010608587242154,-45.89740633802303,-45,315
6,1.096891501356811,62.847253611513686,65,65
7,0.20155518295793629,11.548261322476884,10,10
8,1.46351156682686,83.85303604775741,85,85
9,3.8415730009176956,220.1059196439903,220,220
10,2.916194902524335,167.0856601522089,165,165
11,4.479774021792314,256.67214462104647,255,255
12,1.7327792984464425,99.28094062862084,100,100
13,3.0336412014984617,173.81483740285802,175,175
14,1.1979902081158678,68.63978282303836,70,70
15,0.6966105769585479,39.91284602389803,40,40
16,1.3927440482695093,79.79835590780749,80,80
17,1.3447563163239553,77.04886139892213,75,75
18,-0.23444974171305666,-13.432980708090394,-15,345
19,-0.5075183578427505,-29.078659929799844,-30,330
20,1.8099540724614425,103.70272946455623,105,105
21,0.4256418903141682,24.387483898972153,25,25
22,2.018492275908639,115.65108838932112,115,115
23,0.5834456759755813,33.42897480855818,35,35
24,1.1166823512071817,63.981185780917045,65,65
25,-0.5760080625091338,-33.00283094728107,-35,325
26,0.8841737033861976,50.65942156048103,50,50
