,changes,deg_changes,rounded,modulo
0,0.5783453212262732,33.136746007403325,35,35
1,0.5320022439798111,30.481483271532284,30,30
2,-0.07748208761879277,-4.439396608419677,-5,355
3,1.1313001792323287,64.81872563240601,65,65
4,-0.09182694697123761,-5.261296507023533,-5,355
5,4.002496855578828,229.32617733904982,230,230
6,-0.7368915422479172,-42.220775329691854,-40,320
7,0.37786002406011077,21.649784625356087,20,20
8,0.6756256141690545,38.71049622282098,40,40
9,-5.947305747042986,-340.75551877946225,-340,20
10,1.391358944828974,79.71899532647576,80,80
11,-0.06418808445874746,-3.6777063345155008,-5,355
12,-0.11915195625574593,-6.826904214181648,-5,355
13,0.45192106840253654,25.89316989250833,25,25
14,0.43949838531593005,25.181402581417228,25,25
15,-1.203034460752678,-68.92879720992532,-70,290
16,-0.2646422413615559,-15.162883510899622,-15,345
