,changes,deg_changes,rounded,modulo
0,1.6408340145938944,94.01286391773748,95,95
1,0.5520778579838643,31.631731225098267,30,30
2,-1.2099233244632903,-69.32350002618425,-70,290
3,-0.16372371856715634,-9.380678080085731,-10,350
4,-0.017971916693004297,-1.0297149762698579,0,0
5,0.41316587510935954,23.672660882595572,25,25
6,0.6205370052027275,35.554151429803895,35,35
7,0.3538360330932406,20.27331133589401,20,20
8,-1.00767339700722,-57.73543277612435,-60,300
9,0.3903970205995617,22.368101614836746,20,20
10,0.9345261667365394,53.54440519854277,55,55
11,0.3202585785831966,18.349464905675983,20,20
12,0.11575425648645576,6.632230357348749,5,5
13,-1.17193592762564,-67.14698251269827,-65,295
14,0.8649843660778687,49.55995352106085,50,50
15,-1.3563838541489985,-77.71507024242584,-80,280
16,-1.0592659207076975,-60.691466638590384,-60,300
17,-1.0606064302310272,-60.768272176674266,-60,300
18,0.29263417619893173,16.766703237486475,15,15
19,-0.2077547534806634,-11.903470548222863,-10,350
20,-0.31142769076439947,-17.843492304305418,-20,340
21,-0.6794916302394554,-38.932002627184694,-40,320
22,-0.38351897007822233,-21.974018348686243,-20,340
23,-0.05972241684704227,-3.421842427656527,-5,355
24,0.35277720694969544,20.212645066630763,20,20
25,-0.6902932441249021,-39.5508895147507,-40,320
