,changes,deg_changes,rounded,modulo
0,0.5108588461830759,29.27005581321315,30,30
1,0.19109190455841873,10.94875963031413,10,10
2,-0.16533277203026917,-9.472870052533006,-10,350
3,-0.8617254588528495,-49.373231891242554,-50,310
4,-0.488481476758203,-27.987926988562847,-30,330
5,-0.5653991342447175,-32.39498413257297,-30,330
6,0.262841285515909,15.059696341854641,15,15
7,-0.2906112700625003,-16.65079925351784,-15,345
8,-0.7841680753415656,-44.92952114596847,-45,315
9,0.2939621542289571,16.842790773893025,15,15
10,0.5370043427763197,30.768082421279697,30,30
11,-0.4388224815230496,-25.14267614672829,-25,335
12,-1.1521201659649183,-66.01162300170176,-65,295
13,0.37930771657854945,21.732731296695288,20,20
14,0.17077381589335994,9.784618902033664,10,10
15,0.0675621272580183,3.871024746810226,5,5
16,-0.6070399367056009,-34.78082636911955,-35,325
17,-0.8103353799225167,-46.42879725969031,-45,315
18,-0.27603520082432614,-15.81565200427999,-15,345
19,-0.606123506799737,-34.72831880329399,-35,325
20,0.05297700606968636,3.0353588590319736,5,5
21,-0.19088437372246914,-10.936868989295396,-10,350
22,-0.41650769677583543,-23.864133159970017,-25,335
23,0.2786926946430014,15.967915184172186,15,15
24,-0.45251017309939084,-25.926923105329415,-25,335
25,-0.22434870007943808,-12.854233653798119,-15,345
26,0.2864300691885724,16.41123409014536,15,15
