,changes,deg_changes,rounded,modulo
0,-0.09632096634954657,-5.518784850450642,-5,355
1,-0.2832079239198184,-16.22661876526771,-15,345
2,0.7562018526306902,43.327174615712394,45,45
3,-6.377340332625126,-365.3946855779763,-365,355
4,-1.0932097597607981,-62.636305356804385,-65,295
5,5.553504025263863,318.19234215653347,320,320
6,1.7265661079284824,98.92495103463102,100,100
7,-6.654923594775376,-381.29903496265916,-380,340
8,0.6496843421284128,37.22417081969148,35,35
9,-5.744845850930794,-329.1554212115766,-330,30
10,-1.370541710233073,-78.52625564299692,-80,280
11,-0.39542433796308796,-22.656145682039636,-25,335
12,2.6386413862463383,151.1830150804641,150,150
13,0.5210779584470386,29.855567816308596,30,30
14,-0.2269594337725575,-13.003817675846465,-15,345
15,0.04014286728026173,2.3000168727128028,0,0
16,0.5729120667670036,32.825443457866534,35,35
