,changes,deg_changes,rounded,modulo
0,0.36720108611018576,21.039072466733558,20,20
1,-1.3987248174640268,-80.1410287408952,-80,280
2,-1.2427718271740396,-71.20558059483422,-70,290
3,0.3948154994059756,22.62126180231226,25,25
4,-1.2971762045859103,-74.32272180757128,-75,285
5,-0.5510153367405952,-31.570853242215954,-30,330
6,-0.6638688930064669,-38.03688571929256,-40,320
7,-1.3119621787315574,-75.16989572210642,-75,285
8,-0.610162094370873,-34.95971282631407,-35,325
9,-0.2949701241292936,-16.90054319505853,-15,345
10,-0.766533946091553,-43.91915996455455,-45,315
11,-0.11372519101912204,-6.515973469714786,-5,355
12,-0.3976943936633378,-22.786210292923567,-25,335
13,-0.4355263378289691,-24.95382102438882,-25,335
14,-1.0418006802607263,-59.690782072797745,-60,300
15,1.2849400872596077,73.62164392714725,75,75
16,0.6792728826276996,38.919469312252524,40,40
17,-0.6963929258618582,-39.90037553465131,-40,320
18,1.2719233273870931,72.8758385235169,75,75
19,0.7710058126690917,44.17537904599313,45,45
20,0.18463270469546322,10.5786747391353,10,10
21,-0.23363795660821207,-13.386468847711214,-15,345
22,0.6189291896679368,35.46203038542481,35,35
23,-0.4174627469060139,-23.918853501652663,-25,335
24,0.5580832630810098,31.97581559143105,30,30
25,0.23520761929916362,13.476403895161885,15,15
26,0.5157924448925784,29.552730197078834,30,30
27,0.28544130634398224,16.35458215221099,15,15
28,-0.5498434176316462,-31.503707223342445,-30,330
29,-0.0633260810898057,-3.628317179549079,-5,355
