,changes,deg_changes,rounded,modulo
0,2.3881993961029524,136.8337460323911,135,135
1,-2.49367135600274,-142.876844191622,-145,215
2,0.49988935819259916,28.641550447939395,30,30
3,1.4904986398144644,85.39928143135866,85,85
4,2.813171581499982,161.18285866609207,160,160
5,3.1639468002386186,181.28079825759423,180,180
6,1.1232567072705493,64.35786863636424,65,65
7,1.9236193756438564,110.21527161398348,110,110
8,1.8693353468182803,107.10502586731147,105,105
9,1.728859302267506,99.05634139186037,100,100
10,1.6071193244760056,92.08115446639103,90,90
11,4.67990507227969,268.13880916349274,270,270
12,1.0022434959121826,57.42432236020524,55,55
13,4.545817222760569,260.4561413020618,260,260
14,2.647642288058063,151.69872876608758,150,150
15,1.6228803929800841,92.98419717229129,95,95
16,1.1978925609312738,68.6341880514798,70,70
17,2.350988714161362,134.70173100433433,135,135
18,0.47358227824450105,27.134265795600136,25,25
19,2.8510757150445816,163.35460554429787,165,165
20,2.311918969043463,132.46319950242687,130,130
21,2.5776318838626704,147.6874280836866,150,150
22,1.5705291770378866,89.98469344642538,90,90
23,1.4007066229633272,80.25457783182092,80,80
24,2.464201108590413,141.18832339368933,140,140
25,3.5066301396080304,200.9151073129108,200,200
